Datum/Zeit;timestamp_text;O3 [ug/m3];NO2 [ug/m3];PM10 [ug/m3];PM2.5 [ug/m3];CPC [1/cm3];EC [ug/m3];PREC [mm];RAD [W/m2];SO2 [ug/m3];NOX [ug/m3 eq. NO2];TEMP [C]
2020-12-23T14:00:00+00:00;23.12.2020 15:00;5.8;28.6;12.5;9.8;12035.2;0.7;0.0;96.0;1.9;70.2;12.5
2020-12-23T15:00:00+00:00;23.12.2020 16:00;2.9;35.1;14.8;10.6;14344.9;0.9;0.0;34.5;2.1;85.4;12.4
2020-12-23T18:00:00+00:00;23.12.2020 19:00;2.0;34.4;16.5;14.9;15143.8;1.1;0.8;0.0;1.7;75.6;10.7
2020-12-23T19:00:00+00:00;23.12.2020 20:00;1.6;35.8;15.1;14.0;18084.0;1.3;0.0;0.0;1.5;77.4;10.6
2020-12-24T07:00:00+00:00;24.12.2020 08:00;69.1;1.2;2.8;1.9;1300.3;0.0;0.0;0.0;0.1;1.4;9.1
2020-12-24T12:00:00+00:00;24.12.2020 13:00;68.0;1.6;1.9;1.4;1826.3;0.0;0.0;49.7;0.1;2.1;9.7
2020-12-24T13:00:00+00:00;24.12.2020 14:00;66.2;1.8;1.7;1.4;1853.5;0.0;0.0;79.2;0.2;2.1;9.8
2020-12-24T18:00:00+00:00;24.12.2020 19:00;54.0;4.7;2.7;2.6;6257.6;0.1;0.5;0.0;0.2;5.1;6.8
2020-12-24T21:00:00+00:00;24.12.2020 22:00;56.6;3.6;2.8;3.1;1794.5;0.1;0.0;0.0;0.1;3.7;4.6
2020-12-25T02:00:00+00:00;25.12.2020 03:00;55.6;2.4;2.5;3.0;1697.3;0.1;0.0;0.0;0.1;2.6;3.2
2020-12-25T05:00:00+00:00;25.12.2020 06:00;51.5;3.4;5.2;5.6;2212.0;0.1;0.0;0.0;0.2;3.6;2.7
2020-12-25T07:00:00+00:00;25.12.2020 08:00;43.5;5.3;5.3;6.1;3387.7;0.1;0.0;0.0;0.2;5.6;1.1
2020-12-25T19:00:00+00:00;25.12.2020 20:00;48.2;8.7;5.3;6.1;5840.6;0.2;0.0;0.0;0.3;9.2;2.0
2020-12-26T02:00:00+00:00;26.12.2020 03:00;16.8;21.5;11.0;12.7;9323.1;0.5;0.0;0.0;0.6;22.2;-0.8
2020-12-26T03:00:00+00:00;26.12.2020 04:00;13.7;23.3;11.0;12.6;8865.3;0.4;0.0;0.0;0.6;24.0;-0.6
2020-12-26T05:00:00+00:00;26.12.2020 06:00;24.6;9.6;9.3;10.8;5196.0;0.3;0.0;0.0;0.4;10.0;-0.4
2020-12-26T06:00:00+00:00;26.12.2020 07:00;22.4;11.1;9.6;11.0;5500.4;0.3;0.0;0.0;0.4;11.8;-0.3
2020-12-26T07:00:00+00:00;26.12.2020 08:00;26.5;11.1;10.0;11.2;5312.7;0.3;0.0;0.0;0.5;11.5;-0.2
2020-12-26T08:00:00+00:00;26.12.2020 09:00;20.1;17.9;9.8;11.0;7768.3;0.4;0.0;15.2;0.8;20.4;-0.3
2020-12-26T15:00:00+00:00;26.12.2020 16:00;52.4;7.5;10.7;11.5;4912.9;0.3;0.0;40.3;0.4;8.5;2.5
2020-12-26T22:00:00+00:00;26.12.2020 23:00;10.3;39.6;17.8;20.0;16498.1;1.1;0.0;0.0;1.6;42.9;-2.0
2020-12-26T23:00:00+00:00;27.12.2020 00:00;11.3;36.4;17.2;19.6;15165.8;1.0;0.0;0.0;1.7;39.0;-2.7
2020-12-27T01:00:00+00:00;27.12.2020 02:00;39.7;8.1;10.1;11.6;5283.3;0.4;0.0;0.0;0.6;8.6;-2.3
2020-12-27T03:00:00+00:00;27.12.2020 04:00;28.2;17.0;9.3;10.6;7752.3;0.4;0.0;0.0;0.8;18.1;-2.8
2020-12-27T08:00:00+00:00;27.12.2020 09:00;22.3;19.6;9.5;10.5;9212.1;0.4;0.0;10.2;2.8;21.6;-3.4
2020-12-27T18:00:00+00:00;27.12.2020 19:00;84.7;1.9;5.1;1.5;1459.0;0.0;0.0;0.0;0.8;2.0;8.1
2020-12-27T21:00:00+00:00;27.12.2020 22:00;85.4;1.6;2.3;0.7;852.1;0.0;0.0;0.0;0.5;1.7;9.4
2020-12-27T22:00:00+00:00;27.12.2020 23:00;84.8;1.2;2.2;0.7;911.2;0.0;0.0;0.0;0.4;1.3;9.5
2020-12-28T01:00:00+00:00;28.12.2020 02:00;81.9;1.0;0.6;0.2;624.3;0.0;0.0;0.0;0.3;1.0;7.9
2020-12-28T05:00:00+00:00;28.12.2020 06:00;53.3;12.6;1.9;1.4;6197.7;0.1;2.1;0.0;0.8;12.8;4.1
2020-12-28T09:00:00+00:00;28.12.2020 10:00;35.0;25.5;4.1;3.4;10208.2;0.2;0.0;28.2;0.9;28.2;3.5
2020-12-28T15:00:00+00:00;28.12.2020 16:00;71.5;2.7;2.9;2.1;2666.5;0.1;0.0;84.2;0.3;3.2;4.9
2020-12-28T17:00:00+00:00;28.12.2020 18:00;62.4;11.4;2.8;2.2;6807.1;0.2;0.0;0.0;0.3;11.9;3.1
2020-12-28T18:00:00+00:00;28.12.2020 19:00;48.2;22.3;4.4;3.6;11630.8;0.3;0.0;0.0;0.9;23.1;2.9
2020-12-28T19:00:00+00:00;28.12.2020 20:00;36.3;30.6;7.7;6.9;13563.7;0.5;0.0;0.0;1.3;32.2;3.3
2020-12-28T22:00:00+00:00;28.12.2020 23:00;70.2;1.9;0.7;0.4;1390.7;0.0;0.0;0.0;0.3;1.9;4.8
2020-12-29T04:00:00+00:00;29.12.2020 05:00;70.2;0.9;3.2;2.0;855.9;0.0;0.0;0.0;0.2;0.7;5.2
2020-12-29T05:00:00+00:00;29.12.2020 06:00;71.4;0.8;2.6;1.9;787.6;0.0;0.1;0.0;0.2;1.0;5.4
2020-12-29T06:00:00+00:00;29.12.2020 07:00;69.9;1.3;2.2;1.4;1091.9;0.0;0.0;0.0;0.2;1.7;5.2
2020-12-29T08:00:00+00:00;29.12.2020 09:00;66.4;2.0;3.1;2.0;1479.1;0.1;0.0;10.7;0.3;2.3;4.7
2020-12-29T10:00:00+00:00;29.12.2020 11:00;64.9;2.2;3.5;2.2;2089.3;0.1;0.0;65.0;0.3;2.7;5.8
2020-12-29T13:00:00+00:00;29.12.2020 14:00;62.9;2.5;3.2;2.4;2374.6;0.1;0.0;106.8;0.3;3.1;6.5
2020-12-29T16:00:00+00:00;29.12.2020 17:00;54.4;5.0;1.3;1.1;3401.4;0.1;0.0;16.7;0.3;5.4;3.3
2020-12-29T17:00:00+00:00;29.12.2020 18:00;40.3;17.4;2.9;2.6;9035.9;0.3;0.0;0.0;0.3;17.9;3.0
2020-12-29T18:00:00+00:00;29.12.2020 19:00;26.5;32.1;7.2;5.9;12766.8;0.5;0.0;0.0;0.6;33.5;2.8
2020-12-29T22:00:00+00:00;29.12.2020 23:00;12.1;33.1;12.6;12.1;11035.7;0.7;0.0;0.0;1.0;35.5;1.8
2020-12-30T01:00:00+00:00;30.12.2020 02:00;55.5;6.9;4.2;4.0;3172.2;0.1;0.5;0.0;0.6;7.1;2.3
2020-12-30T02:00:00+00:00;30.12.2020 03:00;63.6;2.9;1.7;1.6;1699.7;0.1;0.3;0.0;0.5;3.0;2.4
2020-12-30T03:00:00+00:00;30.12.2020 04:00;58.4;6.4;1.5;1.4;2590.2;0.1;0.0;0.0;0.4;6.6;1.9
2020-12-30T07:00:00+00:00;30.12.2020 08:00;26.2;24.7;5.8;5.4;7918.8;0.2;0.0;0.0;0.9;26.0;1.3
2020-12-30T08:00:00+00:00;30.12.2020 09:00;14.1;38.1;6.1;5.1;12064.1;0.3;0.0;7.5;1.6;42.9;1.3
2020-12-30T11:00:00+00:00;30.12.2020 12:00;20.9;34.3;8.5;7.0;13025.4;0.4;0.0;159.5;2.4;55.9;3.3
2020-12-30T16:00:00+00:00;30.12.2020 17:00;50.3;5.5;4.5;4.5;2988.9;0.2;0.0;6.2;0.4;5.8;3.3
2020-12-30T20:00:00+00:00;30.12.2020 21:00;49.1;5.7;5.9;6.0;4120.4;0.2;0.0;0.0;0.5;6.0;3.0
2020-12-31T06:00:00+00:00;31.12.2020 07:00;14.0;25.8;8.2;8.3;8991.2;0.5;0.0;0.0;1.8;27.7;-0.1
2020-12-31T09:00:00+00:00;31.12.2020 10:00;20.9;26.8;10.1;9.6;9919.0;0.3;0.0;41.2;2.5;32.0;1.2
2020-12-31T10:00:00+00:00;31.12.2020 11:00;24.1;24.2;9.9;9.9;10732.9;0.4;0.0;79.2;2.4;31.1;1.9
2020-12-31T13:00:00+00:00;31.12.2020 14:00;35.5;18.9;9.2;9.1;9230.6;0.4;0.0;95.3;1.5;23.8;4.1
2020-12-31T18:00:00+00:00;31.12.2020 19:00;24.2;32.1;14.4;14.7;16047.5;0.8;0.0;0.0;1.3;33.8;3.0
2021-01-01T02:00:00+00:00;01.01.2021 03:00;32.0;16.3;26.6;29.8;11275.3;0.7;0.5;0.0;1.1;16.7;2.4
2021-01-01T03:00:00+00:00;01.01.2021 04:00;43.1;6.6;9.9;11.1;5418.6;0.3;0.5;0.0;0.8;6.8;2.2
2021-01-01T06:00:00+00:00;01.01.2021 07:00;41.5;5.4;3.4;3.8;2426.1;0.1;0.0;0.0;0.6;5.8;1.9
2021-01-01T07:00:00+00:00;01.01.2021 08:00;40.2;7.0;4.1;4.4;3420.8;0.1;0.0;0.0;0.6;7.3;1.5
2021-01-01T11:00:00+00:00;01.01.2021 12:00;39.0;6.4;6.7;7.0;3037.8;0.2;0.0;78.3;0.6;7.5;2.6
2021-01-01T12:00:00+00:00;01.01.2021 13:00;39.9;5.6;7.5;8.1;2406.3;0.2;0.0;70.7;0.5;6.7;2.6
2021-01-01T13:00:00+00:00;01.01.2021 14:00;35.1;8.9;9.4;9.8;3381.7;0.2;0.0;68.7;0.5;10.5;2.6
2021-01-01T15:00:00+00:00;01.01.2021 16:00;35.8;13.6;9.6;10.2;7911.0;0.3;0.0;23.2;0.6;15.2;2.8
2021-01-01T16:00:00+00:00;01.01.2021 17:00;36.5;17.8;7.8;8.2;13970.1;0.3;0.0;5.5;0.5;20.4;2.8
2021-01-01T19:00:00+00:00;01.01.2021 20:00;28.0;17.7;13.6;14.8;19435.6;0.6;0.0;0.0;0.8;18.7;2.3
2021-01-02T00:00:00+00:00;02.01.2021 01:00;24.2;16.6;14.5;16.7;6037.7;0.5;0.0;0.0;0.4;17.6;1.6
2021-01-02T03:00:00+00:00;02.01.2021 04:00;14.4;19.8;21.2;24.6;4287.7;0.6;0.0;0.0;0.4;20.7;1.2
2021-01-02T05:00:00+00:00;02.01.2021 06:00;11.8;19.7;20.6;23.5;4580.8;0.6;0.0;0.0;0.4;21.8;1.0
2021-01-02T09:00:00+00:00;02.01.2021 10:00;8.0;22.5;17.2;19.5;5461.6;0.7;0.0;2.8;0.4;26.8;1.2
2021-01-02T11:00:00+00:00;02.01.2021 12:00;11.1;23.4;14.6;16.5;7982.2;0.7;0.0;31.3;0.5;32.0;1.4
2021-01-02T12:00:00+00:00;02.01.2021 13:00;14.5;20.8;14.8;16.5;7187.8;0.7;0.0;34.5;0.5;26.9;1.7
2021-01-02T13:00:00+00:00;02.01.2021 14:00;17.9;19.9;14.3;15.7;6747.1;0.6;0.0;30.5;0.5;24.1;1.9
2021-01-02T15:00:00+00:00;02.01.2021 16:00;20.9;21.3;13.2;15.1;7232.5;0.7;0.0;11.2;0.5;23.9;1.9
2021-01-02T18:00:00+00:00;02.01.2021 19:00;29.3;21.2;12.8;14.5;9443.0;0.7;0.0;0.0;0.5;22.1;1.6
2021-01-02T19:00:00+00:00;02.01.2021 20:00;30.4;18.7;14.5;16.9;9103.0;0.7;0.0;0.0;0.5;19.7;1.5
2021-01-02T21:00:00+00:00;02.01.2021 22:00;28.0;18.2;16.8;19.1;7304.7;1.1;0.0;0.0;0.5;19.0;1.3
2021-01-02T23:00:00+00:00;03.01.2021 00:00;27.9;18.3;14.6;16.7;7463.8;0.6;0.0;0.0;0.5;18.9;1.0
2021-01-03T00:00:00+00:00;03.01.2021 01:00;32.8;14.1;13.3;15.5;4064.7;0.5;0.0;0.0;0.4;14.6;0.9
2021-01-03T02:00:00+00:00;03.01.2021 03:00;25.9;17.6;13.2;15.0;6230.8;0.5;0.0;0.0;0.6;18.6;0.4
2021-01-03T04:00:00+00:00;03.01.2021 05:00;31.3;12.9;12.9;14.4;4769.5;0.4;0.0;0.0;0.6;13.5;0.1
2021-01-03T05:00:00+00:00;03.01.2021 06:00;32.4;12.1;11.7;13.6;4032.7;0.3;0.0;0.0;0.4;12.7;-0.2
2021-01-03T07:00:00+00:00;03.01.2021 08:00;36.2;11.4;12.4;14.4;5782.5;0.3;0.0;0.0;0.5;11.7;-0.4
2021-01-03T08:00:00+00:00;03.01.2021 09:00;36.0;11.8;13.6;15.9;5576.4;0.3;0.0;0.8;0.4;12.4;-0.4
2021-01-03T10:00:00+00:00;03.01.2021 11:00;34.0;12.7;16.4;19.0;3748.2;0.3;0.0;20.7;0.3;13.7;-0.3
2021-01-03T20:00:00+00:00;03.01.2021 21:00;25.5;17.5;22.5;26.7;7456.2;0.7;0.0;0.0;0.6;18.2;0.5
2021-01-03T21:00:00+00:00;03.01.2021 22:00;26.6;16.0;23.2;27.6;6959.4;0.7;0.0;0.0;0.6;16.4;0.4
2021-01-03T22:00:00+00:00;03.01.2021 23:00;24.7;17.6;23.3;27.5;6766.3;0.7;0.0;0.0;0.7;18.3;0.4
2021-01-04T03:00:00+00:00;04.01.2021 04:00;26.0;11.4;15.8;19.2;2709.7;0.4;0.0;0.0;0.5;11.8;0.1
2021-01-04T04:00:00+00:00;04.01.2021 05:00;23.3;14.9;16.8;20.2;2792.2;0.5;0.0;0.0;0.5;15.5;0.1
2021-01-04T07:00:00+00:00;04.01.2021 08:00;7.5;27.6;19.9;23.6;6418.0;0.6;0.0;0.0;0.5;31.7;-0.4
2021-01-04T10:00:00+00:00;04.01.2021 11:00;9.1;28.0;20.1;21.9;7889.0;0.6;0.0;49.5;1.1;45.2;0.4
2021-01-04T12:00:00+00:00;04.01.2021 13:00;13.9;23.7;18.8;20.5;7641.4;0.7;0.0;72.5;0.8;34.2;1.0
2021-01-04T15:00:00+00:00;04.01.2021 16:00;15.0;25.4;19.9;21.8;6612.7;0.7;0.0;21.5;0.7;31.0;1.6
2021-01-04T18:00:00+00:00;04.01.2021 19:00;28.8;22.2;17.1;19.3;6108.1;0.5;0.0;0.0;0.6;23.4;1.5
2021-01-04T21:00:00+00:00;04.01.2021 22:00;29.6;16.4;19.8;23.5;2160.1;0.6;0.0;0.0;0.4;17.1;0.6
2021-01-05T08:00:00+00:00;05.01.2021 09:00;15.5;30.2;21.3;24.0;5968.9;0.5;0.0;2.3;0.6;33.3;0.1
2021-01-05T10:00:00+00:00;05.01.2021 11:00;20.5;25.2;18.3;19.9;5877.2;0.5;0.0;25.3;0.7;28.5;0.2
2021-01-05T12:00:00+00:00;05.01.2021 13:00;33.5;15.2;10.0;11.1;3500.5;0.3;0.0;41.0;0.5;17.2;0.7
2021-01-05T15:00:00+00:00;05.01.2021 16:00;38.2;11.8;9.1;10.1;2141.8;0.3;0.0;16.3;0.4;12.5;0.6
2021-01-05T16:00:00+00:00;05.01.2021 17:00;9.1;33.5;21.2;22.3;11424.2;0.8;0.0;1.8;0.7;38.2;0.4
2021-01-06T02:00:00+00:00;06.01.2021 03:00;14.9;22.2;25.4;28.4;5427.8;0.7;0.0;0.0;0.7;22.8;-0.2
2021-01-06T03:00:00+00:00;06.01.2021 04:00;18.4;18.7;24.4;27.6;4433.4;0.6;0.0;0.0;0.6;19.2;-0.2
2021-01-06T04:00:00+00:00;06.01.2021 05:00;12.6;21.8;25.6;28.8;5265.6;0.7;0.0;0.0;0.7;22.6;-0.1
2021-01-06T09:00:00+00:00;06.01.2021 10:00;24.2;17.6;18.8;21.4;3759.6;0.4;0.1;12.5;0.5;19.0;-0.3
2021-01-06T10:00:00+00:00;06.01.2021 11:00;27.5;17.0;17.1;19.7;3980.6;0.4;0.2;26.0;0.6;18.8;-0.3
2021-01-06T12:00:00+00:00;06.01.2021 13:00;;;16.5;18.9;4523.2;0.4;0.4;78.3;;;-0.1
2021-01-06T15:00:00+00:00;06.01.2021 16:00;35.3;12.1;16.2;18.4;3880.1;0.4;0.1;25.3;0.5;13.1;0.6
2021-01-06T20:00:00+00:00;06.01.2021 21:00;19.0;25.7;19.9;22.3;6624.9;0.6;0.0;0.0;0.9;26.6;0.6
2021-01-07T01:00:00+00:00;07.01.2021 02:00;8.2;30.9;21.0;24.4;6799.1;0.7;0.0;0.0;0.9;35.6;0.5
2021-01-07T03:00:00+00:00;07.01.2021 04:00;23.4;14.8;16.6;19.7;3108.6;0.4;0.1;0.0;0.6;14.8;0.6
2021-01-07T11:00:00+00:00;07.01.2021 12:00;17.9;20.2;17.6;20.0;4973.4;0.5;0.0;141.0;1.2;33.3;1.5
2021-01-07T13:00:00+00:00;07.01.2021 14:00;22.3;12.7;15.3;17.8;3335.0;0.4;0.0;104.2;0.8;16.3;2.3
2021-01-07T14:00:00+00:00;07.01.2021 15:00;26.1;11.0;13.7;16.2;2680.8;0.4;0.0;107.0;0.7;13.6;2.7
2021-01-07T16:00:00+00:00;07.01.2021 17:00;33.2;12.4;11.8;13.6;5399.1;0.4;0.0;15.8;0.8;13.6;2.5
2021-01-07T17:00:00+00:00;07.01.2021 18:00;30.0;16.3;13.0;14.8;6712.9;0.4;0.0;0.0;0.8;16.9;1.8
2021-01-07T18:00:00+00:00;07.01.2021 19:00;24.5;21.7;14.4;15.8;7293.6;0.5;0.0;0.0;0.7;22.1;1.5
2021-01-07T20:00:00+00:00;07.01.2021 21:00;27.4;13.9;16.4;18.7;6412.8;0.6;0.0;0.0;0.6;14.4;1.1
2021-01-07T22:00:00+00:00;07.01.2021 23:00;35.1;10.3;14.4;16.8;4430.4;0.4;0.0;0.0;0.5;10.6;1.3
2021-01-08T00:00:00+00:00;08.01.2021 01:00;35.6;9.1;13.1;15.5;3008.6;0.3;0.0;0.0;0.5;9.3;1.1
2021-01-08T04:00:00+00:00;08.01.2021 05:00;31.2;8.7;7.9;9.6;2512.5;0.2;0.0;0.0;0.4;9.1;0.4
2021-01-08T05:00:00+00:00;08.01.2021 06:00;29.5;10.5;9.0;10.8;3566.0;0.2;0.0;0.0;0.5;10.9;-0.5
2021-01-08T08:00:00+00:00;08.01.2021 09:00;3.1;38.9;10.5;11.1;12736.4;0.6;0.0;8.3;1.2;67.7;-1.1
2021-01-08T09:00:00+00:00;08.01.2021 10:00;8.2;31.1;11.8;12.3;11141.0;0.6;0.0;45.3;1.2;48.7;-0.4
2021-01-08T11:00:00+00:00;08.01.2021 12:00;10.9;35.6;17.4;17.4;13557.3;0.7;0.0;110.2;2.5;78.4;0.7
2021-01-08T12:00:00+00:00;08.01.2021 13:00;23.3;23.5;16.8;17.7;8306.8;0.5;0.0;303.5;2.0;43.0;2.0
2021-01-08T18:00:00+00:00;08.01.2021 19:00;30.6;18.9;15.8;18.2;11136.8;0.6;0.0;0.0;1.0;19.4;1.0
2021-01-08T19:00:00+00:00;08.01.2021 20:00;24.0;21.4;17.2;20.1;9949.7;0.8;0.0;0.0;0.8;21.9;0.1
2021-01-08T21:00:00+00:00;08.01.2021 22:00;13.4;34.0;20.1;23.2;13145.8;1.2;0.0;0.0;0.9;52.2;-0.9
2021-01-08T22:00:00+00:00;08.01.2021 23:00;2.5;46.7;23.2;25.5;16582.3;1.6;0.0;0.0;1.7;92.3;-1.5
2021-01-08T23:00:00+00:00;09.01.2021 00:00;2.1;41.3;20.6;24.1;12406.1;1.3;0.0;0.0;1.2;63.4;-1.9
2021-01-09T04:00:00+00:00;09.01.2021 05:00;4.2;32.3;16.0;18.9;9236.0;0.9;0.0;0.0;1.5;38.1;-4.0
2021-01-09T05:00:00+00:00;09.01.2021 06:00;7.9;30.3;13.1;15.4;8238.5;0.6;0.0;0.0;1.3;33.0;-4.3
2021-01-09T07:00:00+00:00;09.01.2021 08:00;1.7;33.6;20.5;24.3;9486.0;0.9;0.0;0.0;1.3;48.4;-4.6
2021-01-09T09:00:00+00:00;09.01.2021 10:00;8.9;26.6;18.8;21.5;11508.9;0.8;0.0;99.2;2.6;52.7;-4.4
2021-01-09T10:00:00+00:00;09.01.2021 11:00;15.9;24.1;18.3;21.2;11075.5;0.7;0.0;226.2;2.5;48.4;-3.6
2021-01-09T17:00:00+00:00;09.01.2021 18:00;25.0;34.6;15.1;16.6;13480.6;0.7;0.0;0.0;1.0;36.7;0.4
2021-01-09T19:00:00+00:00;09.01.2021 20:00;30.7;25.1;14.2;16.3;11967.0;0.7;0.0;0.0;1.0;26.2;-0.5
2021-01-09T20:00:00+00:00;09.01.2021 21:00;22.9;32.5;17.1;20.2;15549.9;0.9;0.0;0.0;1.3;34.2;-0.9
2021-01-09T21:00:00+00:00;09.01.2021 22:00;10.9;43.9;20.5;24.8;18447.3;1.6;0.0;0.0;1.5;53.8;-1.3
2021-01-10T00:00:00+00:00;10.01.2021 01:00;22.1;21.5;15.0;18.5;7727.0;0.6;0.0;0.0;0.8;22.3;-2.3
2021-01-10T01:00:00+00:00;10.01.2021 02:00;22.5;20.7;14.2;17.1;6340.1;0.5;0.0;0.0;0.8;21.6;-2.7
2021-01-10T06:00:00+00:00;10.01.2021 07:00;20.3;20.8;9.6;11.9;6557.2;0.4;0.0;0.0;0.9;22.2;-2.7
2021-01-10T09:00:00+00:00;10.01.2021 10:00;22.1;21.1;9.5;11.5;7544.5;0.4;0.0;47.0;0.9;27.4;-2.6
2021-01-10T10:00:00+00:00;10.01.2021 11:00;20.4;21.0;11.7;14.0;9866.2;0.6;0.0;180.3;1.1;34.4;-2.9
2021-01-10T12:00:00+00:00;10.01.2021 13:00;31.6;16.0;12.7;15.6;6619.8;0.5;0.0;375.2;1.0;26.4;-0.1
2021-01-10T14:00:00+00:00;10.01.2021 15:00;39.0;12.4;10.0;12.0;8330.5;0.4;0.0;281.8;0.9;17.4;1.4
2021-01-10T18:00:00+00:00;10.01.2021 19:00;35.4;20.9;9.7;11.3;10136.2;0.4;0.0;0.0;1.0;22.0;-0.6
2021-01-10T20:00:00+00:00;10.01.2021 21:00;34.8;19.5;11.7;14.0;7140.9;0.4;0.0;0.0;0.9;20.4;-1.5
2021-01-10T21:00:00+00:00;10.01.2021 22:00;43.2;11.0;12.0;13.5;3299.3;0.3;0.0;0.0;0.6;11.7;-1.8
2021-01-10T23:00:00+00:00;11.01.2021 00:00;40.9;11.8;10.4;12.9;3347.4;0.3;0.0;0.0;0.7;12.5;-1.8
2021-01-11T01:00:00+00:00;11.01.2021 02:00;46.9;9.2;12.0;15.3;2526.8;0.3;0.0;0.0;0.6;9.7;-1.4
2021-01-11T06:00:00+00:00;11.01.2021 07:00;10.2;33.0;13.9;16.4;12121.4;0.5;0.0;0.0;0.8;36.9;-4.6
2021-01-11T10:00:00+00:00;11.01.2021 11:00;9.2;36.9;29.1;27.0;22080.8;1.3;0.0;142.5;2.0;82.8;-4.0
2021-01-11T12:00:00+00:00;11.01.2021 13:00;40.9;15.2;20.2;23.0;5452.0;0.5;0.0;370.8;0.9;22.2;-0.7
2021-01-11T14:00:00+00:00;11.01.2021 15:00;39.6;19.9;21.6;24.8;5919.1;0.5;0.0;273.3;0.9;27.4;-0.3
2021-01-11T17:00:00+00:00;11.01.2021 18:00;12.1;47.7;26.4;27.4;10826.8;0.9;0.0;0.2;1.3;51.9;-1.7
2021-01-11T18:00:00+00:00;11.01.2021 19:00;2.5;58.0;30.9;30.3;14931.6;1.1;0.0;0.0;1.7;74.2;-2.2
2021-01-12T03:00:00+00:00;12.01.2021 04:00;6.5;43.2;22.0;27.4;11948.3;1.1;0.0;0.0;2.3;50.3;-2.4
2021-01-12T05:00:00+00:00;12.01.2021 06:00;2.8;49.0;23.0;27.5;12254.7;0.8;0.0;0.0;3.8;63.7;-1.7
2021-01-12T06:00:00+00:00;12.01.2021 07:00;2.0;52.5;24.3;27.0;17184.5;1.0;0.0;0.0;5.8;81.4;-1.1
2021-01-12T12:00:00+00:00;12.01.2021 13:00;71.5;6.2;1.1;0.8;2166.2;0.1;0.1;29.5;1.1;6.7;4.5
2021-01-12T16:00:00+00:00;12.01.2021 17:00;62.7;7.0;0.7;0.7;2482.3;0.1;0.1;0.7;0.8;7.3;4.0
2021-01-12T18:00:00+00:00;12.01.2021 19:00;60.4;6.8;0.7;0.8;2843.5;0.1;0.1;0.0;0.8;6.9;4.6
2021-01-12T19:00:00+00:00;12.01.2021 20:00;41.3;24.9;2.4;2.7;8490.8;0.3;0.0;0.0;1.0;29.0;3.9
2021-01-12T21:00:00+00:00;12.01.2021 22:00;21.7;42.2;7.5;8.8;11718.3;0.6;0.0;0.0;1.3;45.2;3.0
2021-01-13T04:00:00+00:00;13.01.2021 05:00;41.4;9.8;5.0;5.9;3732.1;0.1;0.0;0.0;0.7;10.2;2.7
2021-01-13T06:00:00+00:00;13.01.2021 07:00;43.6;12.5;5.2;6.1;5297.6;0.2;0.0;0.0;0.8;13.1;1.8
2021-01-13T07:00:00+00:00;13.01.2021 08:00;26.1;33.0;5.9;6.7;11051.6;0.5;0.0;0.0;1.0;38.7;1.2
2021-01-13T18:00:00+00:00;13.01.2021 19:00;61.8;6.5;1.3;1.5;4026.0;0.1;0.0;0.0;0.5;6.9;5.1
2021-01-13T19:00:00+00:00;13.01.2021 20:00;56.7;8.7;2.1;2.1;5633.7;0.2;0.2;0.0;0.7;9.6;5.9
2021-01-13T21:00:00+00:00;13.01.2021 22:00;61.9;3.9;0.7;0.8;1789.9;0.0;0.1;0.0;0.6;3.9;7.5
2021-01-13T23:00:00+00:00;14.01.2021 00:00;62.5;3.0;0.5;0.3;873.0;0.0;0.3;0.0;0.5;3.4;7.6
2021-01-14T02:00:00+00:00;14.01.2021 03:00;65.0;2.0;0.3;0.2;691.3;0.0;0.0;0.0;0.5;2.1;7.6
2021-01-14T05:00:00+00:00;14.01.2021 06:00;67.1;1.7;0.4;0.2;722.3;0.0;0.3;0.0;0.4;2.1;7.4
2021-01-14T08:00:00+00:00;14.01.2021 09:00;59.9;14.6;2.3;2.2;5801.8;0.2;2.5;0.2;0.3;15.1;0.6
2021-01-14T09:00:00+00:00;14.01.2021 10:00;47.8;23.5;3.1;2.7;7784.4;0.3;2.5;11.7;0.3;25.1;0.3
2021-01-14T14:00:00+00:00;14.01.2021 15:00;30.4;38.2;7.1;7.9;9083.9;0.6;1.6;46.3;0.5;49.6;0.2
2021-01-14T16:00:00+00:00;14.01.2021 17:00;36.9;37.9;4.1;4.0;9102.6;0.3;0.9;8.7;0.4;40.5;0.3
2021-01-14T17:00:00+00:00;14.01.2021 18:00;55.5;21.6;2.7;2.7;6160.5;0.2;0.5;0.0;0.3;22.4;0.2
2021-01-14T19:00:00+00:00;14.01.2021 20:00;60.3;12.5;2.7;2.4;4371.5;0.2;0.8;0.0;0.3;13.0;-0.2
2021-01-14T21:00:00+00:00;14.01.2021 22:00;60.6;12.4;2.7;2.9;4116.9;0.2;1.1;0.0;0.3;12.7;-0.1
2021-01-15T04:00:00+00:00;15.01.2021 05:00;52.1;11.7;3.2;3.6;2623.9;0.1;0.6;0.0;0.4;12.2;0.2
2021-01-15T05:00:00+00:00;15.01.2021 06:00;45.9;15.2;3.8;4.3;3785.3;0.2;0.3;0.0;0.4;15.6;0.2
2021-01-15T11:00:00+00:00;15.01.2021 12:00;24.1;28.7;10.8;8.6;6880.7;0.4;1.0;60.5;0.5;40.5;-0.1
2021-01-15T12:00:00+00:00;15.01.2021 13:00;28.1;25.4;11.4;12.9;6692.7;0.4;0.7;54.0;0.5;34.3;-0.7
